pc_1,pc_2,pc_3,pc_4,pc_5,activation_energy_qh_grimme_ts
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.13580349255432
-17.1145,-8.80606,5.56077,0.126051,0.604298,26.429456524645968
-6.8371,-3.676,1.11638,-2.0345,-0.948893,8.809707801677972
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.55197386918283
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.716607386960995
-6.8371,-3.676,1.11638,-2.0345,-0.948893,18.639523820198672
-17.1145,-8.80606,5.56077,0.126051,0.604298,25.0494126304245
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,28.857331543285277
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,28.520269222242263
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.02905424468652
-17.1145,-8.80606,5.56077,0.126051,0.604298,16.44404439336015
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.677112157388333
-1.47901,-1.118,-3.00926,-1.40615,0.410937,25.810534563403248
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.619545462913724
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.39595729097583
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.655725274239073
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.602441002734311
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.69958386974631
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.575192990140337
-17.1145,-8.80606,5.56077,0.126051,0.604298,22.55806760773733
-17.1145,-8.80606,5.56077,0.126051,0.604298,14.938391890908289
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,21.580756764038625
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,7.7405458560188976
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.57104415483953
-17.1145,-8.80606,5.56077,0.126051,0.604298,16.7988062190275
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.941605645210306
-6.8371,-3.676,1.11638,-2.0345,-0.948893,12.46874378272201
0.383056,-0.366777,-2.01768,4.56559,1.60245,23.21172226245725
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.847116930341176
-17.1145,-8.80606,5.56077,0.126051,0.604298,20.8884098799988
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,19.0933330080105
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,22.12968820341731
-17.1145,-8.80606,5.56077,0.126051,0.604298,29.53020300977
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,23.62466033733871
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.701741793512324
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.614494092581
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.2078454854144
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,24.614080250825072
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,25.02465801844141
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,25.098661465253866
-3.83989,-4.70756,-2.58611,1.87302,4.25859,25.02680472776416
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,17.09738789442028
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.51443069550401
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.730606633212236
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,18.509737315981685
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.228948513926586
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.73071116613988
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,28.513808355647683
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.36380251403166
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.61086827112562
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.199299939825725
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,11.382430744878487
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,9.58184313911793
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.938791654972777
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.056220635874364
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.514768446762366
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.125282045555352
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.954684027588428
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.09232286942244
