pc_1,pc_2,pc_3,pc_4,pc_5,activation_energy_qh_grimme_ts
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,10.770362401374284
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,40.29220307440781
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.0423388894041
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.13466771141948
-17.1145,-8.80606,5.56077,0.126051,0.604298,25.44504283500463
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.326537926528234
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,10.904431681514684
-6.8371,-3.676,1.11638,-2.0345,-0.948893,17.95424582282643
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,13.42672102985739
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,18.509737315981685
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.228948513926586
-17.1145,-8.80606,5.56077,0.126051,0.604298,14.256956918238838
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,19.75003170639007
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.09536323113134
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.25019165567315
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.993116450187776
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.954684027588428
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.508699053338518
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.96162227854484
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.939788152806944
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.877075212014171
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.812569670008768
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.321575653180377
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.512806306286128
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.15943264824903
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.103336299334568
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.271733196956973
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,25.42953026294882
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.934221113629103
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.891413578761398
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,29.204008564536423
-17.1145,-8.80606,5.56077,0.126051,0.604298,13.23356677409308
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.89546128028555
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.491745835111503
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.39595729097583
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.98825260853968
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.515809912810465
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,38.64055108402136
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,31.01739233407593
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.527431129305004
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,22.12968820341731
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,34.28930517221653
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.842294868003425
-17.1145,-8.80606,5.56077,0.126051,0.604298,22.403463079079643
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,12.21772240792788
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.167441469988766
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.496048910271163
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.71245932050402
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.9519275632317
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,22.222161179951424
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,38.95380207901725
-6.8371,-3.676,1.11638,-2.0345,-0.948893,27.914871931032145
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.727717956511167
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.253527898863895
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.176930741084607
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.838882635983712
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.88637631798188
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.53614299733841
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.44937642869737
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.29561995655668
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,23.911534618311
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.079373532274445
-6.8371,-3.676,1.11638,-2.0345,-0.948893,23.44252901015326
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.026123989981865
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,22.63445121333373
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,16.92930446213151
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.407316479748552
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.653921326658995
