pc_1,pc_2,pc_3,pc_4,pc_5,activation_energy_qh_grimme_ts
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.54603872695945
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.929669045845895
-17.1145,-8.80606,5.56077,0.126051,0.604298,16.732233259461665
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,24.162392847147103
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.302909945252502
-6.8371,-3.676,1.11638,-2.0345,-0.948893,23.44252901015326
-6.8371,-3.676,1.11638,-2.0345,-0.948893,15.082092937250897
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.991733802032336
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.9763315952127
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.22446334580825
-17.1145,-8.80606,5.56077,0.126051,0.604298,24.22597587497147
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.945198569756265
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.460423683334314
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.823321164645446
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.70448401810172
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,22.94144327772695
-6.8371,-3.676,1.11638,-2.0345,-0.948893,15.349097589203192
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.597411240599431
-17.1145,-8.80606,5.56077,0.126051,0.604298,17.835415616602774
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.29561995655668
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.50461040533184
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.185992319194003
-6.8371,-3.676,1.11638,-2.0345,-0.948893,8.112336437926402
-6.8371,-3.676,1.11638,-2.0345,-0.948893,17.95424582282643
-6.8371,-3.676,1.11638,-2.0345,-0.948893,19.756451786655656
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.9872409862448
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.129478834667715
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,21.56008467988123
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.326537926528234
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,10.904431681514684
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,23.036687300228724
-0.649342,-1.50367,-2.24681,-2.20261,1.0132,29.078990271111117
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.32700876800103
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.91516490385333
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.677112157388333
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.43391984356409
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.999499552091613
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.319910257938444
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.18001977935384
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.37469099152249
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.321575653180377
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.61086827112562
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,28.62880576369557
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,26.12628854080468
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.31244637334506
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,27.602849707370183
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.014002520160773
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,8.942043893583994
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,16.92930446213151
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,22.15983380028643
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.39595729097583
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,24.92641073789558
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.79193646032807
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.96162227854484
-17.1145,-8.80606,5.56077,0.126051,0.604298,22.5068396128354
-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.70300783335743
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.41357693555066
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.194755976101742
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,30.184442544004675
-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.182077107390025
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,22.346712376130338
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,25.835026684871224
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.416106042640962
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,28.857331543285277
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,28.520269222242263
-17.1145,-8.80606,5.56077,0.126051,0.604298,15.41287705338084
0.383056,-0.366777,-2.01768,4.56559,1.60245,23.21172226245725
-1.47901,-1.118,-3.00926,-1.40615,0.410937,29.48520559862217
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,22.802462459824827
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,23.62466033733871
-17.1145,-8.80606,5.56077,0.126051,0.604298,29.53020300977
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.44937642869737
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,25.85575019094573
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.049248268992624
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,21.564200536982234
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.366917574335627
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.873577982256283
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,12.547285353241437
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.02905424468652
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.853500154058377
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.85780361203587
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,18.095608010002277
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,11.88781307469874
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.939788152806944
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,23.391075132992093
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.826222070789736
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.974457787015195
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.668203325418528
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.187622398259098
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,23.911534618311
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.684606545007096
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.271733196956973
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.99215072308345
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.188830928305627
-17.1145,-8.80606,5.56077,0.126051,0.604298,14.074869944574788
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.676482375529297
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.56826225889105
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.079467228205075
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.63226175351669
0.383056,-0.366777,-2.01768,4.56559,1.60245,29.33125744520925
-0.649342,-1.50367,-2.24681,-2.20261,1.0132,31.354720095739196
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.01766760139785
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.83227333423419
-17.1145,-8.80606,5.56077,0.126051,0.604298,25.95625910807316
-17.1145,-8.80606,5.56077,0.126051,0.604298,22.55806760773733
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,21.86858591649268
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.28532401229255
-1.47901,-1.118,-3.00926,-1.40615,0.410937,27.53767532036457
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.002878344028357
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.602441002734311
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.93514647909648
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.614494092581
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.848118619422715
-17.1145,-8.80606,5.56077,0.126051,0.604298,20.359887452060192
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.0423388894041
-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.325521913705085
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.865553587156448
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.45159319013235
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.447724645241667
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.461260850994233
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.602335446481089
-17.1145,-8.80606,5.56077,0.126051,0.604298,24.673879578504373
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,19.40461727898995
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.514768446762366
-17.1145,-8.80606,5.56077,0.126051,0.604298,25.0494126304245
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.508699053338518
-6.8371,-3.676,1.11638,-2.0345,-0.948893,17.39010478761109
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.634052009389114
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.202183475232728
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,9.123540339565698
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.66773533007451
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,24.65792894533364
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.993116450187776
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,23.398339815883016
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.25019165567315
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.496048910271163
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.73136729712769
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.31573475437237
-6.8371,-3.676,1.11638,-2.0345,-0.948893,16.252241870022708
-17.1145,-8.80606,5.56077,0.126051,0.604298,22.300763712485672
-17.1145,-8.80606,5.56077,0.126051,0.604298,20.8884098799988
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,25.066867426634374
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.199299939825725
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,12.21772240792788
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.32549147629101
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.51672998986217
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.164196699587208
0.383056,-0.366777,-2.01768,4.56559,1.60245,27.97324892615148
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,31.45695185201259
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.663297032867717
-6.8371,-3.676,1.11638,-2.0345,-0.948893,18.50288363425157
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,10.51293162385035
-17.1145,-8.80606,5.56077,0.126051,0.604298,14.5964682536611
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.928979175661812
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,27.194298368853264
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,19.76315861873921
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,31.01739233407593
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.115486715728967
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.006768588119163
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,33.554228028016375
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.026123989981865
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.494267911426963
-17.1145,-8.80606,5.56077,0.126051,0.604298,20.1409350159898
-1.47901,-1.118,-3.00926,-1.40615,0.410937,23.375104393905627
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.701741793512324
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.325959861773807
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,27.055154876619
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,33.03105434737398
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.94965657096517
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.619545462913724
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.515809912810465
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,10.770362401374284
-17.1145,-8.80606,5.56077,0.126051,0.604298,26.450250121346368
-1.47901,-1.118,-3.00926,-1.40615,0.410937,27.30797673069475
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,21.23369004504837
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.847116930341176
0.383056,-0.366777,-2.01768,4.56559,1.60245,25.476299172320942
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,14.669235601353236
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.801616486151357
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.13580349255432
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.97107161256112
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,27.780746589905227
-1.47901,-1.118,-3.00926,-1.40615,0.410937,28.15483949969901
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,27.49850412403563
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,22.72957222102388
-6.8371,-3.676,1.11638,-2.0345,-0.948893,11.14357053288043
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.63493109839435
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,27.160518080506307
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.26170862003257
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.290465414050427
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,28.28133491047728
-0.649342,-1.50367,-2.24681,-2.20261,1.0132,28.29077891857059
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.512806306286128
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.690716010587124
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.296587806080678
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.06855337978223
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,38.64055108402136
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.794021391976102
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.318705344937175
-17.1145,-8.80606,5.56077,0.126051,0.604298,16.44404439336015
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,24.36047061744511
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.9519275632317
-6.8371,-3.676,1.11638,-2.0345,-0.948893,17.9974755786698
-6.8371,-3.676,1.11638,-2.0345,-0.948893,15.729995838039745
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.09108863635821
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,22.222161179951424
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.09232286942244
-6.8371,-3.676,1.11638,-2.0345,-0.948893,11.57409839063295
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,27.49761385673897
-6.8371,-3.676,1.11638,-2.0345,-0.948893,25.06977591420043
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,24.614080250825072
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.891413578761398
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,25.898915308717694
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,26.41234125926377
-6.8371,-3.676,1.11638,-2.0345,-0.948893,19.4472496508478
-0.649342,-1.50367,-2.24681,-2.20261,1.0132,28.71433715502568
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,23.010091368773647
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,13.42672102985739
-17.1145,-8.80606,5.56077,0.126051,0.604298,17.679263026031602
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,22.51300238497743
-6.8371,-3.676,1.11638,-2.0345,-0.948893,14.922935220894438
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.727717956511167
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.04541125398905
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.15943264824903
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.681951335887485
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,33.591263635791094
-17.1145,-8.80606,5.56077,0.126051,0.604298,26.39028650606195
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,28.513808355647683
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.87646153352177
-6.8371,-3.676,1.11638,-2.0345,-0.948893,12.46874378272201
-17.1145,-8.80606,5.56077,0.126051,0.604298,20.581556467194368
-0.649342,-1.50367,-2.24681,-2.20261,1.0132,26.396490358095303
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,24.50284686311776
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,12.653546560202765
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,29.204008564536423
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.655725274239073
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.15325251454339
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.617228234800498
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,20.67780510904072
-17.1145,-8.80606,5.56077,0.126051,0.604298,26.429456524645968
-17.1145,-8.80606,5.56077,0.126051,0.604298,29.209017305384076
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.214742875144978
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,27.09274537560779
-0.649342,-1.50367,-2.24681,-2.20261,1.0132,28.608843403296444
-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,26.37794368690156
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.215977317685388
-17.1145,-8.80606,5.56077,0.126051,0.604298,18.25065997914456
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.55197386918283
