pc_1,pc_2,pc_3,pc_4,pc_5,activation_energy_qh_grimme_ts
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.575192990140337
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,27.194298368853264
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.690716010587124
-17.1145,-8.80606,5.56077,0.126051,0.604298,25.95625910807316
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.002878344028357
-6.8371,-3.676,1.11638,-2.0345,-0.948893,25.06977591420043
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.494267911426963
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.325959861773807
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,12.797231178255696
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,13.42672102985739
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.993116450187776
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,40.29220307440781
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.45405388721218
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,25.52593141145543
-1.45993,9.77762,-1.00489,-0.144358,-1.27009,25.01095258414578
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.974457787015195
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.711023245031907
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,33.554228028016375
-17.1145,-8.80606,5.56077,0.126051,0.604298,20.8884098799988
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.01752039549501
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.14408523555816
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,27.780746589905227
-1.47901,-1.118,-3.00926,-1.40615,0.410937,28.15483949969901
-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,27.49850412403563
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,23.010091368773647
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.27657523023598
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.669199723026514
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,18.079467228205075
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,16.92930446213151
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,29.204008564536423
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.69958386974631
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.50686212349229
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,19.40461727898995
-6.8371,-3.676,1.11638,-2.0345,-0.948893,21.971696418009163
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.31244637334506
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.255621314506275
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.734237501099454
4.150919999999998,-3.70436,-1.0868799999999998,0.97639,-1.4189200000000002,15.482556903055832
-17.1145,-8.80606,5.56077,0.126051,0.604298,14.178289664451256
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.215977317685388
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.877075212014171
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.812569670008768
-17.1145,-8.80606,5.56077,0.126051,0.604298,13.23356677409308
-17.1145,-8.80606,5.56077,0.126051,0.604298,24.673879578504373
-17.1145,-8.80606,5.56077,0.126051,0.604298,19.614494092581
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,19.10288119905305
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.296587806080678
-17.1145,-8.80606,5.56077,0.126051,0.604298,23.677112157388333
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.602335446481089
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.32700876800103
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.873577982256283
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,21.93514647909648
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.491745835111503
-6.8371,-3.676,1.11638,-2.0345,-0.948893,10.185992319194003
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.103336299334568
0.383056,-0.366777,-2.01768,4.56559,1.60245,27.97324892615148
3.24748,-4.798369999999999,-1.63234,1.17202,-1.55152,31.45695185201259
-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.721821189948525
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.602441002734311
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,19.164579851408085
-1.37124,0.7009270000000001,-2.2014400000000003,-1.16237,-3.4166,24.034774808110104
-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.70300783335743
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,12.21772240792788
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,20.496048910271163
-17.1145,-8.80606,5.56077,0.126051,0.604298,12.701741793512324
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,21.23369004504837
-17.1145,-8.80606,5.56077,0.126051,0.604298,21.115486715728967
-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.191845387616247
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,17.716607386960995
-6.8371,-3.676,1.11638,-2.0345,-0.948893,11.39531478281078
-0.886957,0.203646,-1.94311,-1.54976,-1.13652,22.63445121333373
-4.65106,-4.74864,-3.28165,-0.304043,4.2989,16.09108863635821
-6.8371,-3.676,1.11638,-2.0345,-0.948893,14.922935220894438
